county,state,cases,deaths,2020 population
Jackson,South Dakota,262,8.0,2810
Jerauld,South Dakota,259,15.0,1657
Jones,South Dakota,67,0.0,925
Kingsbury,South Dakota,538,13.0,5211
Lake,South Dakota,1020,16.0,11010
Lawrence,South Dakota,2555,28.0,25812
Lincoln,South Dakota,6780,66.0,65613
Lyman,South Dakota,520,9.0,3714
Marshall,South Dakota,260,4.0,4300
McCook,South Dakota,683,22.0,5661
McPherson,South Dakota,181,1.0,2397
Meade,South Dakota,2231,24.0,29853
Mellette,South Dakota,215,2.0,1916
Miner,South Dakota,225,6.0,2294
Minnehaha,South Dakota,24977,264.0,197511
Moody,South Dakota,535,14.0,6324
Oglala Lakota,South Dakota,1927,35.0,13672
Pennington,South Dakota,11197,130.0,109475
Perkins,South Dakota,285,11.0,2824
Potter,South Dakota,300,3.0,2471
Roberts,South Dakota,984,32.0,10257
Sanborn,South Dakota,305,3.0,2318
Spink,South Dakota,703,24.0,6338
Stanley,South Dakota,272,2.0,2976
Sully,South Dakota,111,3.0,1446
Todd,South Dakota,1162,19.0,9319
Tripp,South Dakota,629,12.0,5601
Turner,South Dakota,970,49.0,8673
Union,South Dakota,1608,30.0,16832
Walworth,South Dakota,618,14.0,5289
Yankton,South Dakota,2514,26.0,23238
Ziebach,South Dakota,291,8.0,2388
Anderson,Tennessee,5631,72.0,77209
Bedford,Tennessee,4548,61.0,50302
Benton,Tennessee,1168,30.0,15812
Bledsoe,Tennessee,1565,9.0,14930
Blount,Tennessee,9976,98.0,135566
Bradley,Tennessee,9120,72.0,108741
Campbell,Tennessee,2782,36.0,39277
Cannon,Tennessee,1366,15.0,14547
Carroll,Tennessee,2696,52.0,28415
Carter,Tennessee,4464,86.0,56315
Cheatham,Tennessee,2865,24.0,41087
Chester,Tennessee,1490,31.0,17347
Claiborne,Tennessee,1682,18.0,32038
Clay,Tennessee,845,23.0,7554
Cocke,Tennessee,2841,44.0,36022
Coffee,Tennessee,4916,65.0,58102
Crockett,Tennessee,1641,29.0,13884
Cumberland,Tennessee,4398,51.0,61272
Davidson,Tennessee,68812,570.0,715486
DeKalb,Tennessee,2087,33.0,20171
Decatur,Tennessee,1335,20.0,11402
Dickson,Tennessee,4624,59.0,54432
Dyer,Tennessee,4254,70.0,36646
Fayette,Tennessee,3321,48.0,42139
Fentress,Tennessee,1880,29.0,18522
Franklin,Tennessee,3549,48.0,42781
Gibson,Tennessee,5033,91.0,50375
Giles,Tennessee,2670,60.0,30295
Grainger,Tennessee,1768,26.0,23525
Greene,Tennessee,5517,92.0,70220
Grundy,Tennessee,1193,19.0,13531
Hamblen,Tennessee,5862,86.0,64435
Hamilton,Tennessee,29530,273.0,366991
Hancock,Tennessee,324,5.0,6622
Hardeman,Tennessee,2830,41.0,25410
Hardin,Tennessee,2630,35.0,26800
Hawkins,Tennessee,3631,56.0,56669
Haywood,Tennessee,2169,36.0,17795
Henderson,Tennessee,2945,44.0,27818
Henry,Tennessee,2311,38.0,32115
Hickman,Tennessee,1929,26.0,24942
Houston,Tennessee,797,22.0,8285
Humphreys,Tennessee,1167,12.0,18974
Jackson,Tennessee,948,19.0,11617
Jefferson,Tennessee,3861,62.0,54870
Johnson,Tennessee,1774,28.0,17966
Knox,Tennessee,33663,324.0,480126
Lake,Tennessee,1408,13.0,6980
Lauderdale,Tennessee,2627,28.0,25100
Lawrence,Tennessee,4416,58.0,44189
Lewis,Tennessee,1151,19.0,12602
Lincoln,Tennessee,3299,34.0,35309
Loudon,Tennessee,4210,37.0,55097
Macon,Tennessee,2588,45.0,25243
Madison,Tennessee,8035,152.0,98777
Marion,Tennessee,1860,26.0,28834
Marshall,Tennessee,2863,30.0,34441
Maury,Tennessee,9248,104.0,101700
McMinn,Tennessee,4352,66.0,53315
McNairy,Tennessee,2045,38.0,25839
Meigs,Tennessee,969,16.0,12785
Monroe,Tennessee,3880,56.0,46384
Montgomery,Tennessee,11511,126.0,221160
Moore,Tennessee,701,6.0,6457
Morgan,Tennessee,1534,11.0,21020
Obion,Tennessee,3642,71.0,30716
Overton,Tennessee,2183,41.0,22588
Perry,Tennessee,855,23.0,8360
Pickett,Tennessee,567,17.0,4995
Polk,Tennessee,1174,16.0,17569
Putnam,Tennessee,8678,121.0,79982
Rhea,Tennessee,3174,48.0,32903
Roane,Tennessee,4325,56.0,53513
Robertson,Tennessee,6533,74.0,72860
Rutherford,Tennessee,28618,242.0,343128
Scott,Tennessee,1994,23.0,21842
Sequatchie,Tennessee,1148,17.0,15863
Sevier,Tennessee,8901,70.0,98497
Shelby,Tennessee,67198,903.0,928644
Smith,Tennessee,2045,24.0,19939
Stewart,Tennessee,883,20.0,13683
Sullivan,Tennessee,10862,178.0,158092
Sumner,Tennessee,15789,206.0,197272
Tipton,Tennessee,5409,53.0,60961
Trousdale,Tennessee,2159,12.0,11661
Unicoi,Tennessee,1446,40.0,17867
Union,Tennessee,1221,17.0,19820
Unknown,Tennessee,6903,59.0,
Van Buren,Tennessee,545,6.0,6171
Warren,Tennessee,4395,43.0,41023
Washington,Tennessee,10223,165.0,133080
Wayne,Tennessee,2417,17.0,16202
Weakley,Tennessee,3071,43.0,32864
White,Tennessee,2737,39.0,27424
Williamson,Tennessee,17903,121.0,249424
Wilson,Tennessee,12476,128.0,148564
Anderson,Texas,4538,63.0,57881
Andrews,Texas,1416,25.0,18612
Angelina,Texas,5696,144.0,86345
Aransas,Texas,730,22.0,23916
Archer,Texas,553,6.0,8557
Armstrong,Texas,106,5.0,1847
Atascosa,Texas,2923,63.0,49089
Austin,Texas,1030,14.0,30109
Bailey,Texas,718,13.0,6859
Bandera,Texas,571,12.0,20987
Bastrop,Texas,3782,45.0,97983
Baylor,Texas,211,7.0,3464
Bee,Texas,2668,46.0,30990
Bell,Texas,13132,167.0,371981
Bexar,Texas,115697,1726.0,2014052
Blanco,Texas,280,7.0,11454
Borden,Texas,18,0.0,641
Bosque,Texas,796,17.0,18239
Bowie,Texas,4001,120.0,92792
Brazoria,Texas,21271,238.0,373368
Brazos,Texas,14273,138.0,234480
Brewster,Texas,880,8.0,9566
Briscoe,Texas,89,2.0,1421
Brooks,Texas,594,27.0,7030
Brown,Texas,2797,73.0,38002
Burleson,Texas,935,14.0,17644
Burnet,Texas,1957,27.0,49427
Caldwell,Texas,2400,43.0,45967
Calhoun,Texas,1200,10.0,20047
Callahan,Texas,801,17.0,13750
Cameron,Texas,29525,1183.0,421191
Camp,Texas,766,23.0,12450
Carson,Texas,284,10.0,5808
Cass,Texas,1297,50.0,28399
Castro,Texas,781,15.0,7337
Chambers,Texas,2627,26.0,47051
Cherokee,Texas,3026,72.0,50477
Childress,Texas,1217,7.0,6648
Clay,Texas,710,10.0,10245
Cochran,Texas,204,10.0,2559
Coke,Texas,391,10.0,3288
Coleman,Texas,416,15.0,7671
Collin,Texas,48423,370.0,1073149
Collingsworth,Texas,209,5.0,2635
Colorado,Texas,1012,15.0,20566
Comal,Texas,6239,158.0,163573
Comanche,Texas,1011,28.0,13600
Concho,Texas,210,3.0,3319
Cooke,Texas,2300,31.0,41697
Coryell,Texas,3544,32.0,83096
Cottle,Texas,152,5.0,1374
Crane,Texas,509,9.0,4668
Crockett,Texas,519,9.0,3111
Crosby,Texas,341,20.0,5098
Culberson,Texas,297,3.0,2193
Dallam,Texas,458,18.0,7116
Dallas,Texas,193318,2007.0,2610957
Dawson,Texas,1429,48.0,12439
DeWitt,Texas,1426,48.0,19809
Deaf Smith,Texas,2401,55.0,18503
Delta,Texas,147,3.0,5233
Denton,Texas,39182,348.0,913900
Dickens,Texas,122,7.0,1760
Dimmit,Texas,625,12.0,8563
Donley,Texas,233,7.0,3269
Duval,Texas,883,28.0,9808
Eastland,Texas,822,15.0,17754
Ector,Texas,11543,223.0,165467
Edwards,Texas,183,2.0,1414
El Paso,Texas,98540,1666.0,866093
Ellis,Texas,13216,174.0,194272
Erath,Texas,3015,30.0,42715
Falls,Texas,1185,16.0,16961
Fannin,Texas,1872,52.0,35732
Fayette,Texas,1290,35.0,24452
Fisher,Texas,221,9.0,3677
Floyd,Texas,527,21.0,5378
Foard,Texas,70,4.0,1086
Fort Bend,Texas,36324,390.0,828632
Franklin,Texas,437,12.0,10366
Freestone,Texas,922,23.0,19445
Frio,Texas,1803,12.0,18366
Gaines,Texas,1234,29.0,21701
Galveston,Texas,21429,217.0,351458
Garza,Texas,261,16.0,5794
Gillespie,Texas,1419,20.0,26732
Glasscock,Texas,91,1.0,1114
Goliad,Texas,282,8.0,7005
Gonzales,Texas,1638,25.0,19653
Gray,Texas,1679,33.0,21179
Grayson,Texas,6544,173.0,136014
Gregg,Texas,6923,167.0,124175
Grimes,Texas,1794,44.0,29414
Guadalupe,Texas,6937,106.0,173541
Hale,Texas,5152,124.0,32439
Hall,Texas,220,9.0,2801
Hamilton,Texas,493,16.0,8230
Hansford,Texas,598,13.0,5255
Hardeman,Texas,257,8.0,3559
Hardin,Texas,3352,50.0,56277
Harris,Texas,237727,3402.0,4732491
Harrison,Texas,2510,63.0,68778
Hartley,Texas,319,2.0,5362
Haskell,Texas,314,11.0,5424
Hays,Texas,11874,126.0,243809
Hemphill,Texas,342,1.0,3368
Henderson,Texas,3675,74.0,82348
Hidalgo,Texas,50824,2201.0,872204
Hill,Texas,2210,33.0,35965
Hockley,Texas,1890,79.0,21490
Hood,Texas,3908,71.0,61953
Hopkins,Texas,2239,71.0,36795
Houston,Texas,1098,23.0,22068
Howard,Texas,3936,67.0,34797
Hudspeth,Texas,445,8.0,3196
Hunt,Texas,3666,84.0,100231
Hutchinson,Texas,1176,48.0,20539
Irion,Texas,70,0.0,1522
Jack,Texas,417,9.0,8492
Jackson,Texas,1085,20.0,15000
Jasper,Texas,1502,44.0,32900
Jeff Davis,Texas,108,1.0,1978
Jefferson,Texas,13606,219.0,255979
Jim Hogg,Texas,323,11.0,4839
Jim Wells,Texas,2770,65.0,38813
Johnson,Texas,11092,158.0,180733
Jones,Texas,2351,30.0,19676
Karnes,Texas,1273,21.0,14721
Kaufman,Texas,9274,118.0,146986
Kendall,Texas,1426,33.0,44527
Kenedy,Texas,21,2.0,346
Kent,Texas,57,1.0,759
Kerr,Texas,2353,34.0,52676
Kimble,Texas,205,6.0,4289
King,Texas,6,0.0,270
Kinney,Texas,144,3.0,3127
Kleberg,Texas,1700,60.0,30958
Knox,Texas,160,12.0,3361
La Salle,Texas,616,14.0,6642
Lamar,Texas,4109,95.0,50077
Lamb,Texas,1642,68.0,12984
Lampasas,Texas,731,15.0,21707
Lavaca,Texas,1690,53.0,20338
Lee,Texas,962,27.0,17499
Leon,Texas,747,24.0,15727
Liberty,Texas,4230,92.0,92351
Limestone,Texas,1251,28.0,22103
Lipscomb,Texas,218,7.0,3042
Live Oak,Texas,818,12.0,11343
Llano,Texas,658,12.0,21249
Loving,Texas,1,0.0,67
Lubbock,Texas,42134,561.0,311419
Lynn,Texas,517,12.0,5606
Madison,Texas,1112,16.0,13445
Marion,Texas,261,17.0,9752
Martin,Texas,526,15.0,5250
Mason,Texas,262,2.0,3964
Matagorda,Texas,1889,64.0,36269
Maverick,Texas,6437,192.0,57844
McCulloch,Texas,447,12.0,7567
McLennan,Texas,19026,283.0,261023
McMullen,Texas,64,1.0,599
Medina,Texas,2732,55.0,50920
Menard,Texas,170,4.0,1971
Midland,Texas,11506,185.0,170221
Milam,Texas,1432,11.0,24724
Mills,Texas,271,11.0,4439
Mitchell,Texas,480,14.0,8985
Montague,Texas,1394,37.0,19969
Montgomery,Texas,26650,260.0,624938
Moore,Texas,2058,48.0,21273
Morris,Texas,493,10.0,11963
Motley,Texas,73,5.0,1052
Nacogdoches,Texas,2992,95.0,64624
Navarro,Texas,4026,62.0,52784
Newton,Texas,392,17.0,12163
Nolan,Texas,1195,24.0,14721
Nueces,Texas,28744,547.0,353090
Ochiltree,Texas,894,17.0,9960
Oldham,Texas,149,2.0,1761
Orange,Texas,5089,72.0,84702
Palo Pinto,Texas,1863,44.0,28427
Panola,Texas,1015,41.0,22513
Parker,Texas,8700,96.0,149432
Parmer,Texas,1079,32.0,9851
Pecos,Texas,1321,23.0,15165
Polk,Texas,2180,58.0,50505
Potter,Texas,15181,307.0,118173
Presidio,Texas,598,14.0,6102
Rains,Texas,532,18.0,12199
Randall,Texas,14006,191.0,141231
Reagan,Texas,321,7.0,3376
Real,Texas,207,11.0,2743
Red River,Texas,450,25.0,11550
Reeves,Texas,1461,29.0,14730
Refugio,Texas,455,17.0,6747
Roberts,Texas,46,1.0,823
Robertson,Texas,895,18.0,16740
Rockwall,Texas,6227,51.0,109090
Runnels,Texas,894,17.0,9921
Rusk,Texas,2565,51.0,52225
Sabine,Texas,391,14.0,9881
San Augustine,Texas,473,23.0,7919
San Jacinto,Texas,424,19.0,27483
San Patricio,Texas,2944,96.0,68772
San Saba,Texas,425,14.0,5730
Schleicher,Texas,217,6.0,2442
Scurry,Texas,1977,31.0,16931
Shackelford,Texas,152,1.0,3122
Shelby,Texas,1063,40.0,23926
Sherman,Texas,111,6.0,2780
Smith,Texas,12844,261.0,234063
Somervell,Texas,737,6.0,9214
Starr,Texas,6182,200.0,65835
Stephens,Texas,562,14.0,9079
Sterling,Texas,100,1.0,1383
Stonewall,Texas,86,3.0,1245
Sutton,Texas,397,6.0,3362
Swisher,Texas,623,13.0,6957
Tarrant,Texas,150004,1494.0,2114709
Taylor,Texas,11199,199.0,143383
Terrell,Texas,61,1.0,744
Terry,Texas,1351,39.0,11792
Throckmorton,Texas,54,3.0,1443
Titus,Texas,2534,45.0,31264
Tom Green,Texas,12818,180.0,120105
Travis,Texas,50595,549.0,1296100
Trinity,Texas,339,9.0,13623
Tyler,Texas,786,11.0,19797
Upshur,Texas,1844,31.0,40975
Upton,Texas,269,7.0,3296
Uvalde,Texas,1900,42.0,24540
Val Verde,Texas,4696,153.0,47582
Van Zandt,Texas,2471,62.0,59690
Victoria,Texas,5881,120.0,91236
Walker,Texas,6088,86.0,76543
Waller,Texas,2038,22.0,57349
Ward,Texas,749,9.0,11656
Washington,Texas,1481,60.0,35837
Webb,Texas,26967,505.0,267234
Wharton,Texas,2423,74.0,41550
Wheeler,Texas,362,7.0,4980
Wichita,Texas,11047,216.0,129546
Wilbarger,Texas,1378,31.0,12846
Willacy,Texas,1712,63.0,20129
Williamson,Texas,22884,210.0,615266
Wilson,Texas,2135,35.0,49994
Winkler,Texas,532,14.0,7749
Wise,Texas,4329,72.0,68866
Wood,Texas,2042,66.0,45010
Yoakum,Texas,779,19.0,7669
Young,Texas,1419,30.0,17839
Zapata,Texas,958,10.0,13884
Zavala,Texas,944,25.0,9652
Beaver,Utah,405,2.0,7076
Box Elder,Utah,3571,26.0,57908
Cache,Utah,11167,20.0,133527
Carbon,Utah,1072,7.0,20465
Daggett,Utah,18,0.0,952
Davis,Utah,25023,86.0,363492
Duchesne,Utah,912,6.0,19581
Emery,Utah,569,6.0,9837
Garfield,Utah,314,7.0,5090
Grand,Utah,445,1.0,9681
Iron,Utah,3208,15.0,57640
Juab,Utah,793,9.0,11824
Kane,Utah,332,2.0,7673
Millard,Utah,1003,2.0,13015
Morgan,Utah,867,7.0,12392
Piute,Utah,73,2.0,1437
Rich,Utah,67,0.0,2504
Salt Lake,Utah,107386,554.0,1186236
San Juan,Utah,1406,32.0,14525
Sanpete,Utah,2374,12.0,28508
Sevier,Utah,1356,8.0,21546
Summit,Utah,3214,5.0,42452
Tooele,Utah,4542,13.0,73281
Uintah,Utah,1267,9.0,35618
Unknown,Utah,430,2.0,
Utah,Utah,67250,215.0,663143
Wasatch,Utah,3196,15.0,35032
Washington,Utah,14765,111.0,181924
Wayne,Utah,70,0.0,2497
Weber,Utah,19517,96.0,262828
Addison,Vermont,269,4.0,37292
Bennington,Vermont,501,3.0,37271
Caledonia,Vermont,248,3.0,30184
Chittenden,Vermont,2658,69.0,168289
Essex,Vermont,80,0.0,5910
Franklin,Vermont,542,25.0,49996
Grand Isle,Vermont,61,0.0,7278
Lamoille,Vermont,230,1.0,25914
Orange,Vermont,312,1.0,29259
Orleans,Vermont,293,5.0,27355
Rutland,Vermont,451,8.0,60455
Unknown,Vermont,9,0.0,
Washington,Vermont,884,9.0,59748
Windham,Vermont,470,5.0,45844
Windsor,Vermont,404,3.0,57700
St. Croix,Virgin Islands,829,7.0,
St. John,Virgin Islands,174,1.0,
St. Thomas,Virgin Islands,1028,15.0,
Accomack,Virginia,1698,27.0,33348
Albemarle,Virginia,2808,31.0,112496
Alexandria city,Virginia,7298,87.0,
Alleghany,Virginia,767,23.0,15161
Amelia,Virginia,352,7.0,13246
Amherst,Virginia,1443,10.0,31262
Appomattox,Virginia,716,7.0,16133
Arlington,Virginia,8872,180.0,238766
Augusta,Virginia,3307,29.0,77512
Bath,Virginia,153,0.0,4196
Bedford,Virginia,3107,31.0,79504
Bland,Virginia,480,6.0,6247
Botetourt,Virginia,1292,17.0,33614
Bristol city,Virginia,917,8.0,
Brunswick,Virginia,641,7.0,15806
Buchanan,Virginia,870,23.0,20216
Buckingham,Virginia,1369,12.0,16820
Buena Vista city,Virginia,512,4.0,
Campbell,Virginia,2065,19.0,55638
Caroline,Virginia,1035,9.0,30905
Carroll,Virginia,1495,36.0,29130
Charles City,Virginia,195,8.0,6733
Charlotte,Virginia,379,6.0,11506
Charlottesville city,Virginia,2203,34.0,
Chesapeake city,Virginia,9324,101.0,
Chesterfield,Virginia,13059,172.0,365566
Clarke,Virginia,389,5.0,14788
Colonial Heights city,Virginia,614,28.0,
Covington city,Virginia,368,4.0,
Craig,Virginia,149,1.0,4880
Culpeper,Virginia,2998,19.0,52717
Cumberland,Virginia,197,4.0,9656
Danville city,Virginia,2322,63.0,
Dickenson,Virginia,643,5.0,14045
Dinwiddie,Virginia,916,15.0,27900
Emporia city,Virginia,417,30.0,
Essex,Virginia,341,2.0,10591
Fairfax,Virginia,43977,679.0,1148472
Fairfax city,Virginia,303,10.0,
Falls Church city,Virginia,176,6.0,
Fauquier,Virginia,2369,28.0,72938
Floyd,Virginia,507,17.0,15474
Fluvanna,Virginia,758,10.0,27280
Franklin,Virginia,2329,22.0,54469
Franklin city,Virginia,673,17.0,
Frederick,Virginia,3732,28.0,91766
Fredericksburg city,Virginia,1039,9.0,
Galax city,Virginia,831,35.0,
Giles,Virginia,605,2.0,16754
Gloucester,Virginia,855,7.0,38688
Goochland,Virginia,612,7.0,24828
Grayson,Virginia,790,24.0,15300
Greene,Virginia,543,4.0,20591
Greensville,Virginia,1023,16.0,11393
Halifax,Virginia,1141,36.0,33901
Hampton city,Virginia,4332,48.0,
Hanover,Virginia,3828,72.0,110102
Harrisonburg city,Virginia,4384,44.0,
Henrico,Virginia,12337,293.0,334298
Henry,Virginia,2637,53.0,50782
Highland,Virginia,57,0.0,2236
Hopewell city,Virginia,883,10.0,
Isle of Wight,Virginia,1519,29.0,38658
James City,Virginia,1898,28.0,78412
King George,Virginia,736,10.0,26806
King William,Virginia,453,4.0,17905
King and Queen,Virginia,171,2.0,6590
Lancaster,Virginia,344,2.0,10910
Lee,Virginia,1476,29.0,22084
Lexington city,Virginia,596,4.0,
Loudoun,Virginia,14169,159.0,422597
Louisa,Virginia,902,9.0,37757
Lunenburg,Virginia,347,3.0,11930
Lynchburg city,Virginia,4255,53.0,
Madison,Virginia,299,4.0,13837
Manassas Park city,Virginia,931,8.0,
Manassas city,Virginia,2887,29.0,
Martinsville city,Virginia,1002,27.0,
Mathews,Virginia,310,4.0,8524
Mecklenburg,Virginia,1304,39.0,30287
Middlesex,Virginia,275,11.0,10623
Montgomery,Virginia,5182,38.0,99508
Nelson,Virginia,348,4.0,14732
New Kent,Virginia,646,5.0,23086
Newport News city,Virginia,5973,69.0,
Norfolk city,Virginia,8849,107.0,
Northampton,Virginia,444,31.0,12232
Northumberland,Virginia,427,10.0,11839
Norton city,Virginia,169,1.0,
Nottoway,Virginia,1149,24.0,15614
Orange,Virginia,944,13.0,36396
Page,Virginia,1026,33.0,23693
Patrick,Virginia,765,28.0,17560
Petersburg city,Virginia,1444,33.0,
Pittsylvania,Virginia,2609,37.0,60312
Poquoson city,Virginia,335,3.0,
Portsmouth city,Virginia,4519,78.0,
Powhatan,Virginia,865,6.0,30433
Prince Edward,Virginia,1083,17.0,21853
Prince George,Virginia,1830,8.0,43023
Prince William,Virginia,25519,260.0,482738
Pulaski,Virginia,1502,32.0,33760
Radford city,Virginia,1497,7.0,
Rappahannock,Virginia,163,2.0,7312
Richmond,Virginia,811,5.0,8920
Richmond city,Virginia,9158,94.0,
Roanoke,Virginia,4686,68.0,96845
Roanoke city,Virginia,5236,99.0,
Rockbridge,Virginia,599,6.0,22610
Rockingham,Virginia,3919,48.0,83758
Russell,Virginia,1520,16.0,25726
Salem city,Virginia,1172,26.0,
Scott,Virginia,1214,34.0,21547
Shenandoah,Virginia,2204,73.0,44255
Smyth,Virginia,1817,55.0,29730
Southampton,Virginia,1142,42.0,17949
Spotsylvania,Virginia,4797,67.0,140475
Stafford,Virginia,5221,24.0,157604
Staunton city,Virginia,1585,31.0,
Suffolk city,Virginia,3987,90.0,
Surry,Virginia,247,5.0,6546
Sussex,Virginia,713,13.0,10768
Tazewell,Virginia,2335,24.0,40343
Virginia Beach city,Virginia,16629,150.0,
Warren,Virginia,1329,33.0,40782
Washington,Virginia,2970,44.0,53839
Waynesboro city,Virginia,1194,13.0,
Westmoreland,Virginia,692,9.0,18496
Williamsburg city,Virginia,358,8.0,
Winchester city,Virginia,1649,10.0,
Wise,Virginia,2023,58.0,36018
Wythe,Virginia,1311,28.0,28274
York,Virginia,1472,12.0,70154
Adams,Washington,1627,16.0,20605
Asotin,Washington,959,18.0,22290
Benton,Washington,11692,164.0,207230
Chelan,Washington,5156,36.0,79185
Clallam,Washington,716,4.0,77280
Clark,Washington,13344,146.0,505013
Columbia,Washington,84,4.0,3949
Cowlitz,Washington,2415,29.0,110924
Douglas,Washington,2716,15.0,42998
Ferry,Washington,176,2.0,7178
Franklin,Washington,8772,83.0,97076
Garfield,Washington,95,2.0,2292
Grant,Washington,6923,82.0,99365
Grays Harbor,Washington,2220,26.0,75811
Island,Washington,924,22.0,86948
Jefferson,Washington,220,1.0,33048
King,Washington,62582,1052.0,2272571
Kitsap,Washington,3887,40.0,275660
Kittitas,Washington,1688,26.0,44589
Klickitat,Washington,476,3.0,22783
Lewis,Washington,2445,31.0,82474
Lincoln,Washington,250,5.0,10920
Mason,Washington,1492,16.0,66028
Okanogan,Washington,1757,32.0,42118
Pacific,Washington,542,5.0,23470
Pend Oreille,Washington,453,4.0,13482
Pierce,Washington,27620,348.0,922828
San Juan,Washington,74,0.0,17818
Skagit,Washington,3299,40.0,129852
Skamania,Washington,190,1.0,12034
Snohomish,Washington,23189,393.0,829331
Spokane,Washington,26174,370.0,540700
Stevens,Washington,1182,17.0,46566
Thurston,Washington,4776,56.0,295729
Wahkiakum,Washington,48,0.0,4443
Walla Walla,Washington,3586,35.0,62574
Whatcom,Washington,3478,55.0,227304
Whitman,Washington,2784,27.0,47786
Yakima,Washington,21053,317.0,256533
Barbour,West Virginia,765,9.0,15440
Berkeley,West Virginia,6245,51.0,122654
Boone,West Virginia,1067,21.0,21714
Braxton,West Virginia,298,1.0,12386
Brooke,West Virginia,1405,24.0,22469
Cabell,West Virginia,5232,101.0,94137
Calhoun,West Virginia,130,0.0,6199
Clay,West Virginia,258,4.0,8006
Doddridge,West Virginia,245,3.0,7786
Fayette,West Virginia,1711,48.0,40358
Gilmer,West Virginia,397,1.0,7378
Grant,West Virginia,760,17.0,10954
Greenbrier,West Virginia,1469,35.0,32866
Hampshire,West Virginia,988,11.0,23067
Hancock,West Virginia,1837,41.0,29019
Hardy,West Virginia,775,7.0,14240
Harrison,West Virginia,2949,33.0,65771
Jackson,West Virginia,1153,29.0,27735
Jefferson,West Virginia,2337,26.0,57732
Kanawha,West Virginia,8582,203.0,180048
Lewis,West Virginia,525,4.0,17009
Lincoln,West Virginia,741,8.0,20337
Logan,West Virginia,1642,58.0,32473
Marion,West Virginia,1826,13.0,56157
Marshall,West Virginia,2100,53.0,30444
Mason,West Virginia,1031,15.0,25356
McDowell,West Virginia,970,6.0,18916
Mercer,West Virginia,2783,54.0,59462
Mineral,West Virginia,2095,62.0,26877
Mingo,West Virginia,1422,20.0,23455
Monongalia,West Virginia,5284,31.0,105916
Monroe,West Virginia,646,11.0,12330
Morgan,West Virginia,641,8.0,17037
Nicholas,West Virginia,654,8.0,24523
Ohio,West Virginia,2484,37.0,42264
Pendleton,West Virginia,293,2.0,6134
Pleasants,West Virginia,569,5.0,7649
Pocahontas,West Virginia,356,9.0,7847
Preston,West Virginia,1649,30.0,34176
Putnam,West Virginia,2953,56.0,57399
Raleigh,West Virginia,2670,29.0,74349
Randolph,West Virginia,1138,6.0,27852
Ritchie,West Virginia,345,7.0,8424
Roane,West Virginia,306,5.0,13977
Summers,West Virginia,439,16.0,11915
Taylor,West Virginia,689,13.0,16701
Tucker,West Virginia,330,2.0,6752
Tyler,West Virginia,357,2.0,8279
Upshur,West Virginia,922,4.0,23783
Wayne,West Virginia,1701,19.0,38830
Webster,West Virginia,150,0.0,8329
Wetzel,West Virginia,689,16.0,14382
Wirt,West Virginia,216,1.0,5183
Wood,West Virginia,4933,43.0,83996
Wyoming,West Virginia,1182,20.0,21326
Adams,Wisconsin,1427,13.0,20673
Ashland,Wisconsin,1059,16.0,15977
Barron,Wisconsin,4580,57.0,46643
Bayfield,Wisconsin,964,18.0,16229
Brown,Wisconsin,27818,172.0,268741
Buffalo,Wisconsin,1005,7.0,13320
Burnett,Wisconsin,1099,19.0,16588
Calumet,Wisconsin,5015,37.0,52476
Chippewa,Wisconsin,6005,67.0,66279
Clark,Wisconsin,3114,55.0,34628
Columbia,Wisconsin,4500,38.0,58510
Crawford,Wisconsin,1596,12.0,16086
Dane,Wisconsin,34503,199.0,562306
Dodge,Wisconsin,10999,137.0,89262
Door,Wisconsin,2195,15.0,30102
Douglas,Wisconsin,3515,30.0,44275
Dunn,Wisconsin,3768,23.0,45440
Eau Claire,Wisconsin,9473,86.0,105818
Florence,Wisconsin,421,12.0,4556
Fond du Lac,Wisconsin,11228,75.0,104076
Forest,Wisconsin,912,24.0,9160
Grant,Wisconsin,4530,82.0,51934
Green,Wisconsin,2392,12.0,36992
Green Lake,Wisconsin,1732,13.0,18997
Iowa,Wisconsin,1745,8.0,23676
Iron,Wisconsin,527,33.0,6128
Jackson,Wisconsin,2402,18.0,21102
Jefferson,Wisconsin,7231,61.0,84858
Juneau,Wisconsin,2501,10.0,26759
Kenosha,Wisconsin,13842,226.0,169073
Kewaunee,Wisconsin,2186,25.0,20539
La Crosse,Wisconsin,10615,57.0,120852
Lafayette,Wisconsin,1350,6.0,16605
Langlade,Wisconsin,1928,40.0,19438
Lincoln,Wisconsin,2605,59.0,28374
Manitowoc,Wisconsin,6950,57.0,81250
Marathon,Wisconsin,13062,183.0,137954
Marinette,Wisconsin,3868,45.0,41869
Marquette,Wisconsin,1302,21.0,15584
Menominee,Wisconsin,718,10.0,4255
Milwaukee,Wisconsin,91624,1002.0,938149
Monroe,Wisconsin,3510,25.0,46281
Oconto,Wisconsin,4109,42.0,39043
Oneida,Wisconsin,2870,50.0,37839
Outagamie,Wisconsin,17590,160.0,190832
Ozaukee,Wisconsin,7104,55.0,91569
Pepin,Wisconsin,693,5.0,7335
Pierce,Wisconsin,3587,35.0,42191
Polk,Wisconsin,3064,24.0,45006
Portage,Wisconsin,5913,54.0,70378
Price,Wisconsin,1015,5.0,14015
Racine,Wisconsin,19548,259.0,197440
Richland,Wisconsin,1126,13.0,17274
Rock,Wisconsin,13032,126.0,163643
Rusk,Wisconsin,1140,13.0,14168
Sauk,Wisconsin,4698,31.0,65718
